lineNumber,operator,travelCode,boardingTime,stationSrc,stationDst
336,METROPOLIN,9,03:40,GAN-SOREQ,ELIAV
845,SUPERBUS,7,17:05,IRUS,TEFAHOT
931,SUPERBUS,5,10:20,BEQA'OT,TENE
127,SUPERBUS,3,02:55,ARI'EL,GIV'AT-SHEMESH
105,DAN,2,11:00,RUMAT-HEIB,GAZIT
448,KAVIM,8,09:50,HAMADYA,HULATA
933,DAN,5,15:50,ARRAB-AL-NAIM,KARKOM
138,EGGED,6,15:55,NEWE-MIVTAH,ASHALIM
192,EGGED,5,00:05,KAFAR-KAMA,MISHMAROT
354,SUPERBUS,7,11:40,QALYA,SHORESH
549,TNUFA,3,02:00,HAZOR-ASHDOD,MIZRA
562,METROPOLIN,3,18:45,REGBA,LAHAVOT-HAVIVA
153,DAN,8,04:25,JISH(GUSH-HALAV),HINNANIT
424,TNUFA,7,03:35,IBBIM,HAZON
184,METROPOLIN,4,13:30,KANNOT,REWAHA
39,EGGED,6,10:20,BET-ZERA,MEKHORA
419,KAVIM,1,18:35,ELISHAMA,TALME-BILU
145,KAVIM,3,21:00,GIV'AT-ZE'EV,KEFAR-GLIKSON
836,DAN,4,18:50,BENE-BERAQ,MENUHA
767,SUPERBUS,4,07:30,NIR-AQIVA,HAZROT-YASAF
207,KAVIM,1,19:15,KEFAR-HOSHEN,ANI'AM
449,TNUFA,2,22:50,TIFRAH,NIR-OZ
508,DAN,8,13:20,NE'OT-MORDEKHAY,EN-HAHORESH
896,METROPOLIN,4,02:45,OMEZ,PESAGOT
260,AFIKIM,7,13:30,BEIT-JANN,EYAL
772,TNUFA,1,17:35,AHUZZAM,GAN-HADAROM
972,DAN,3,12:10,SHIM'A,AVNE-HEFEZ
392,TNUFA,3,22:55,KAMMON,SAMAR
425,KAVIM,9,01:45,YA'ARA,SHALVA-BAMIDBAR
370,DAN,8,12:15,GILGAL,HAMAM
453,AFIKIM,7,20:50,YA'AD,MESHHED
560,TNUFA,8,19:20,GAN-SHELOMO,SHIZZAFON
6,AFIKIM,1,03:00,AVITAL,GIV'AT-SHAPPIRA
373,AFIKIM,5,01:40,KEFAR-BLUM,MAJDAL-SHAMS
109,SUPERBUS,7,09:20,KAMMON,SEDE-NAHUM
97,TNUFA,9,14:35,HOLIT,GAL'ON
404,DAN,3,10:45,NIZZAN,DOLEV
154,DAN,9,09:30,KEMEHIN,OMEZ
974,DAN,3,05:20,BENE-RE'EM,GIV'OLIM
211,TNUFA,5,17:40,GIV'AT-ZE'EV,LIMAN
216,AFIKIM,6,18:50,KOKHAV-YA'AQOV,YAD-BINYAMIN
518,DAN,8,09:55,EN-TAMAR,TEQUMA
387,AFIKIM,9,09:50,KEFAR-TAVOR,KEFAR-HAYYIM
660,TNUFA,3,22:25,KEFAR-HASIDIM-BET,MISHMAR-HANEGEV
512,DAN,4,07:55,UQBI-(BANU-UQBA),ALFE-MENASHE
784,EGGED,1,11:35,SHA'AR-MENASHE,ZEMER
755,METROPOLIN,7,20:05,HAWASHLA,AGUR
954,SUPERBUS,1,22:15,MAJDAL-SHAMS,LUZIT
391,SUPERBUS,1,15:10,NAAMA,MOZA-ILLIT
525,AFIKIM,3,06:10,NETA'IM,RAMOT-MENASHE
241,AFIKIM,6,14:20,MI'ELYA,MABBU'IM
645,KAVIM,6,04:25,KEFAR-HAORANIM,ADDIRIM
83,SUPERBUS,5,14:00,SHIZZAFON,YEHI'AM
429,DAN,1,12:25,NETIV-HALAMED-HE,BET-ZEID
370,KAVIM,8,21:15,AVITAL,KEFAR-YONA
710,SUPERBUS,6,02:25,ALMA,HUQOQ
898,EGGED,9,08:30,BAT-HEFER,KEFAR-HABAD
222,METROPOLIN,5,12:45,AKKO,KAMMON
62,KAVIM,8,03:20,KEFAR-YEHEZQEL,RAMAT-GAN
745,DAN,3,16:35,KEFAR-AZZA,SEDE-ZEVI
541,SUPERBUS,9,14:10,MASSAD,MA'ALE-LEVONA
865,SUPERBUS,8,19:05,YEHI'AM,REHOVOT
526,TNUFA,3,05:45,HULATA,MISHMAR-DAWID
935,EGGED,5,23:50,QADIMA-ZORAN,SHOSHANNAT-HAAMAQIM
357,DAN,6,00:50,ZOHAR,ZOVA
439,AFIKIM,9,08:10,OROT,ABU-QUREINAT
157,DAN,7,01:20,BET-OVED,ZIPPORI
237,EGGED,2,05:40,BIR-EL-MAKSUR,KEFAR-HITTIM
23,KAVIM,6,09:20,YA'AD,SHILAT
873,AFIKIM,1,10:55,EN-ZURIM,DEIR-AL-ASAD
380,EGGED,4,21:05,TUR'AN,BINYAMINA
781,METROPOLIN,6,00:55,MA'ALE-GAMLA,SEDE-NAHUM
677,KAVIM,1,21:35,ASAD,YESODOT
848,METROPOLIN,5,16:30,DEIR-HANNA,ARGAMAN
511,SUPERBUS,1,14:15,YA'EL,MUQEIBLE
498,TNUFA,6,20:40,ABU-GHOSH,QIRYAT-ANAVIM
306,KAVIM,9,11:40,MATTAT,NIR-ZEVI
136,DAN,6,16:55,EZ-EFRAYIM,REVADIM
415,KAVIM,5,07:05,KAFAR-MISR,KEFAR-BIALIK
256,METROPOLIN,1,20:25,RAMLA,NETIV-HAGEDUD
707,AFIKIM,3,01:20,QADIMA-ZORAN,YOTVATA
421,EGGED,2,23:15,EVEN-YEHUDA,MERKAZ-SHAPPIRA
381,METROPOLIN,6,05:45,TALME-YEHI'EL,NAHALI'EL
328,KAVIM,1,14:55,SEDE-NAHUM,BENE-DEROR
687,DAN,8,06:40,NAHEF,GILON
199,DAN,8,20:25,KEFAR-HARUV,NILI
732,DAN,6,21:35,GIZO,NEWE-ILAN
452,KAVIM,3,21:45,HAMA'PIL,EN-HABESOR
152,SUPERBUS,6,06:50,MISHMAR-HAEMEQ,KINNERET(MOSHAVA)
961,SUPERBUS,2,07:30,BE'ERI,ABU-RUBEI'A
414,DAN,5,06:35,BEN-SHEMEN-(MOSHAV),AVI'EL
143,METROPOLIN,8,03:05,GAN-YAVNE,QAZRIN
138,METROPOLIN,7,14:50,SHOVAL,BET-NIR
170,KAVIM,5,05:50,TELAMIM,HERZELIYYA
413,TNUFA,9,23:25,NETIV-HAGEDUD,ROTEM
732,AFIKIM,2,09:10,OR-YEHUDA,KEFAR-HOSHEN
840,EGGED,3,17:35,TAYIBE,OZEM
276,DAN,5,15:55,NES-HARIM,SHOVAL
54,METROPOLIN,1,15:30,NOQEDIM,MERHAVYA(QIBBUZ)
816,METROPOLIN,5,06:05,RISHON-LEZIYYON,MIZPE-YERIHO
132,EGGED,5,03:35,MISGAV-AM,KEMEHIN
646,METROPOLIN,8,13:35,TE'ASHUR,HAGOR
182,METROPOLIN,5,08:30,AL-AZY,QOMEMIYYUT
890,EGGED,4,10:00,ZERU'A,HERMESH
189,SUPERBUS,9,02:50,BAT-HADAR,SHA'AR-HAGOLAN
273,SUPERBUS,8,13:00,ORANIT,BENE-RE'EM
483,SUPERBUS,7,11:30,EFRAT,SHOHAM
393,DAN,2,00:05,YOSHIVYA,YIFTAH
333,METROPOLIN,7,15:15,DEIR-HANNA,MANOF
775,METROPOLIN,7,01:00,OMEN,HAR-GILLO
264,DAN,1,14:10,NIZZANA-(QEHILAT-HIN,TUVAL
560,KAVIM,5,04:00,AVI'EZER,GIV'AT-YE'ARIM
574,EGGED,6,06:40,GIV'AT-YESHA'YAHU,NO'AM
350,AFIKIM,9,01:35,ELIFELET,MIDRESHET-BEN-GURION
669,AFIKIM,7,06:05,NAHARIYYA,SAKHNIN
998,TNUFA,9,03:40,ZUR-YIZHAQ,ELON
657,SUPERBUS,8,06:45,GILON,MA'ALE-HAHAMISHA
273,AFIKIM,4,09:20,BET-NIR,NETIV-HASHAYYARA
578,AFIKIM,9,08:35,TALME-YEHI'EL,YAGUR
100,EGGED,1,00:20,ZERU'A,NAAMA
458,SUPERBUS,5,19:55,MEVO-DOTAN,AHIHUD
446,METROPOLIN,8,23:55,GIV'AT-ZE'EV,MIGDAL
703,DAN,7,22:10,ZERAHYA,ELAT
651,AFIKIM,4,03:45,QIRYAT-TIV'ON,HAZAV
594,TNUFA,3,23:10,YESHA,AZRIQAM
761,EGGED,6,23:15,ZOR'A,SHA'AB
441,KAVIM,9,22:35,NIZZANA-(QEHILAT-HIN,PA'AME-TASHAZ
367,AFIKIM,4,01:40,MASSU'A,BET-SHE'ARIM
423,DAN,3,21:10,ZURI'EL,BIR-HADAGE
47,EGGED,4,23:30,KEFAR-HARO'E,HAZEVA
285,AFIKIM,2,15:20,MASSAD,SEDE-NIZZAN
739,TNUFA,9,11:50,BET-HILLEL,KEFAR-HANANYA
216,AFIKIM,1,03:15,DEQEL,MERHAVYA(MOSHAV)
215,METROPOLIN,7,03:15,BET-HAARAVA,GIV'AT-SHAPPIRA
682,AFIKIM,8,02:05,ELIAV,KEFAR-KISH
378,TNUFA,1,12:20,SEDOT-MIKHA,NAHALAL
913,METROPOLIN,8,07:35,GEDERA,EIN-RAFA
84,AFIKIM,8,19:45,RUMMANE,AHITUV
305,TNUFA,9,08:10,MA'ALE-MIKHMAS,SHADMOT-DEVORA
901,AFIKIM,4,17:25,ZOHAR,ZUR-NATAN
140,TNUFA,4,08:45,AYANOT,PEQI'IN-(BUQEI'A)
152,METROPOLIN,6,15:50,SHOSHANNAT-HAAMAQIM,MATTA
554,EGGED,9,23:25,HANNATON,NOV
732,DAN,9,04:25,SEGULA,KEFAR-VITKIN
602,AFIKIM,8,04:05,HAGOR,AMMI'OZ
699,DAN,1,07:15,ADI,KAOKAB-ABU-AL-HIJA
610,DAN,5,08:35,MAZZUVA,NEHALIM
954,EGGED,2,16:55,PARDES-HANNA-KARKUR,TEL-SHEVA
793,TNUFA,7,22:05,MA'BAROT,EN-ZURIM
308,DAN,1,02:35,GAN-SHELOMO,PORIYYA-NEWE-OVED
81,METROPOLIN,8,21:55,RAVID,ROSH-HAAYIN
611,KAVIM,8,07:00,MIZPE-RAMON,KAFAR-QARA
684,AFIKIM,6,10:30,SHOSHANNAT-HAAMAQIM,ARRABE
903,DAN,5,02:15,ELYASHIV,ASHDOT-YA'AQOV(IHUD)
658,METROPOLIN,9,12:35,MAZRA'A,ANI'AM
988,DAN,7,07:40,ABU-JUWEI'ID,YAD-MORDEKHAY
753,SUPERBUS,2,07:20,LAQYE,HAMADYA
477,TNUFA,4,20:30,YIZHAR,TAL-EL
69,DAN,5,13:45,EN-ZIWAN,MASH'EN
281,TNUFA,8,06:00,ASHALIM,USHA
314,METROPOLIN,1,23:05,KAFAR-BARA,MAHANAYIM
415,KAVIM,2,04:05,SEDE-UZZIYYAHU,MEZAR
814,METROPOLIN,6,10:30,GANNE-TAL,BEER-GANNIM
482,SUPERBUS,8,11:30,YA'EL,MAJD-AL-KURUM
350,METROPOLIN,3,00:15,MASSAD,SHA'AR-HAAMAQIM
860,SUPERBUS,6,13:05,KEFAR-ADUMMIM,GE'ALYA
647,TNUFA,9,21:40,BET-ARIF,TUSHIYYA
887,EGGED,5,03:45,EVEN-SHEMU'EL,GIZO
501,KAVIM,3,15:40,BEN-SHEMEN-(MOSHAV),NOV
898,EGGED,9,12:25,KEFAR-WARBURG,MALKIYYA
271,SUPERBUS,7,08:40,RO'I,KEFAR-ROZENWALD(ZAR.
363,METROPOLIN,2,20:50,EL'AZAR,BENE-YEHUDA
626,DAN,6,01:05,KEFAR-WARBURG,REVAVA
723,KAVIM,1,02:25,SHOMERA,TEL-YIZHAQ
377,METROPOLIN,5,15:35,RANNEN,BET-ALFA
615,METROPOLIN,4,11:05,MA'ALE-IRON,NES-HARIM
644,EGGED,6,19:25,KEFAR-ROSH-HANIQRA,EIN-QINIYYE
303,AFIKIM,9,16:20,ARAD,MEVO'OT-YAM
43,TNUFA,3,09:35,KEFAR-RUT,BALFURIYYA
488,KAVIM,5,05:25,TA'OZ,HAVAZZELET-HASHARON
849,DAN,5,05:25,YIR'ON,BAZRA
971,EGGED,8,23:00,HULATA,RISHON-LEZIYYON
591,EGGED,1,21:00,RAMAT-HASHOFET,GILAT
218,DAN,7,16:40,RUMAT-HEIB,RAMLA
393,EGGED,6,15:35,AFEINISH,KEFAR-ROZENWALD(ZAR.
41,EGGED,9,23:55,SHA'ARE-TIQWA,NOF-AYYALON
318,METROPOLIN,3,11:05,UDIM,GANNE-YOHANAN
801,DAN,3,11:10,GID'ONA,BAT-YAM
186,TNUFA,6,08:25,MATTITYAHU,PORIYYA-NEWE-OVED
572,DAN,2,14:05,YAQIR,ZEFAT
397,TNUFA,2,02:45,SHETULIM,JALJULYE
853,DAN,5,18:05,KEFAR-TAVOR,ABU-TULUL
765,EGGED,2,15:00,DEGANYA-BET,ABU-ABDUN
351,KAVIM,8,05:20,TIMRAT,GANNE-HADAR
431,AFIKIM,7,11:35,BET-ALFA,KEFAR-HARUV
27,KAVIM,3,01:20,GELIL-YAM,MAHANE-YOKHVED
212,SUPERBUS,9,11:50,TALME-YAFE,SHA'AR-HAGOLAN
626,METROPOLIN,2,06:20,HAD-NES,LAPPIDOT
6,SUPERBUS,9,07:40,MATTITYAHU,ZARZIR
152,TNUFA,8,11:40,MISHMAR-HASHIV'A,MAHANE-HILLA
26,SUPERBUS,1,09:25,KAHAL,KARME-YOSEF
831,METROPOLIN,8,08:40,QAZRIN,MERON
236,SUPERBUS,5,19:05,NAAMA,DAVERAT
18,DAN,9,03:50,KALLANIT,MIGDAL-HAEMEQ
6,TNUFA,9,13:55,HAHOTERIM,IDDAN
435,SUPERBUS,4,18:30,ASEFAR,BET-UZZI'EL
903,METROPOLIN,4,00:50,QORANIT,KALLANIT
437,METROPOLIN,6,23:45,HODIYYA,EN-HOD
490,DAN,1,10:10,NEWE-ILAN,ELYAKHIN
374,METROPOLIN,2,21:25,GELIL-YAM,ETANIM
349,SUPERBUS,2,08:10,QIRYAT-ARBA,BARAQ
882,AFIKIM,5,18:30,ILUT,HAR-AMASA
22,DAN,6,03:25,GILON,BAZRA
723,KAVIM,3,10:55,REKHASIM,YASHRESH
340,EGGED,3,17:50,RAS-AL-EIN,PALMAHIM
565,KAVIM,6,20:15,RAMOT-ME'IR,SHEQEF
73,METROPOLIN,7,08:15,OFER,NIZZAN
158,AFIKIM,2,15:45,HAGOR,GILON
13,DAN,7,02:45,NEHUSHA,EVEN-YIZHAQ(GAL'ED)
58,METROPOLIN,5,08:40,QAZRIN,NETIVOT
594,AFIKIM,8,14:30,KEFAR-GIL'ADI,SHOHAM
667,SUPERBUS,8,14:25,NEWE-YARAQ,MEVO-MODI'IM
103,EGGED,8,01:45,AMMIHAY,RA'ANANA
815,EGGED,6,00:45,KARME-ZUR,MERAV
537,AFIKIM,4,09:10,YAS'UR,AMMINADAV
135,EGGED,7,02:50,SEDE-YO'AV,AKKO
35,METROPOLIN,2,17:10,MEVO-DOTAN,NE'OT-GOLAN
749,AFIKIM,7,18:45,BEZET,ZEMER
134,AFIKIM,5,11:00,MELE'A,NAVE
532,AFIKIM,6,08:25,MERON,MABBU'IM
755,DAN,4,03:30,BEN-SHEMEN-(MOSHAV),TEFAHOT
681,SUPERBUS,2,15:30,EL'AZAR,ORTAL
133,EGGED,8,18:35,RAS-ALI,OTNI'EL
191,KAVIM,6,02:15,SHARSHERET,SHAMIR
585,METROPOLIN,5,19:50,ME-AMMI,MIQWE-YISRA'EL
893,METROPOLIN,6,21:45,ABU-RUQAYYEQ,QIRYAT-EQRON
821,EGGED,4,06:50,REVADIM,KEFAR-MALAL
686,AFIKIM,6,19:45,ZVIYYA,QAZIR
746,EGGED,6,13:40,YAGUR,ABU-QUREINAT
159,KAVIM,3,03:30,TALME-ELIYYAHU,HELEZ
421,SUPERBUS,9,10:25,RANNEN,QIRYAT-SHELOMO
33,KAVIM,3,05:10,GEDERA,MISHMAROT
13,DAN,6,22:50,MIGDAL,RAMAT-GAN
380,METROPOLIN,5,02:35,BE'EROT-YIZHAQ,MIDRESHET-BEN-GURION
910,DAN,2,12:30,EVEN-SHEMU'EL,SHAVE-SHOMERON
713,TNUFA,8,10:20,GOREN,YAZIZ
881,DAN,7,23:35,NIR-YAFE,ZUR-HADASSA
489,TNUFA,5,08:00,GORNOT-HAGALIL,SHAFIR
769,EGGED,8,22:15,MEISER,KEFAR-TAPPUAH
15,AFIKIM,8,15:20,GESHER-HAZIW,PEQI'IN-(BUQEI'A)
59,EGGED,9,04:10,RUMAT-HEIB,MA'ALOT-TARSHIHA
36,METROPOLIN,8,01:05,ARGAMAN,ELYAQIM
60,DAN,4,13:15,MALKIYYA,QALANSAWE
436,EGGED,3,03:55,NIZZAN-B,BET-NEHEMYA
389,TNUFA,5,16:40,ASHQELON,MASLUL
926,METROPOLIN,4,17:40,KEFAR-ZETIM,QIRYAT-NETAFIM
264,METROPOLIN,7,04:10,GIV'AT-SHAPPIRA,RAMAT-YOHANAN
138,KAVIM,2,20:20,BET-QESHET,AHAWA
736,DAN,4,13:20,MEISER,KEFAR-VITKIN
544,KAVIM,9,22:55,AMQA,ALFE-MENASHE
383,KAVIM,8,23:25,YOSHIVYA,RAMAT-YOHANAN
807,EGGED,8,08:10,GINNOSAR,QOMEMIYYUT
858,TNUFA,4,12:50,GANNE-HADAR,MASH'EN
13,TNUFA,2,20:50,JISR-AZ-ZARQA,RESHAFIM
275,TNUFA,3,15:55,KINNERET(MOSHAVA),HOSEN
26,EGGED,2,00:55,SITRIYYA,SUFA
970,DAN,4,06:05,UDIM,NAHARIYYA
265,AFIKIM,6,08:10,HAR-GILLO,TUR'AN
125,AFIKIM,9,15:25,BE'ER-TUVEYA,AVENAT
468,KAVIM,5,01:00,KEFAR-HASIDIM-BET,SEDE-YIZHAQ
683,AFIKIM,6,07:50,EN-SHEMER,NETIV-HASHAYYARA
609,AFIKIM,5,06:50,HAZOR-ASHDOD,GIV'AT-YESHA'YAHU
906,METROPOLIN,9,17:05,HOD-HASHARON,SAYYID
743,METROPOLIN,7,09:10,IMMANU'EL,GID'ONA
86,AFIKIM,6,08:35,KISRA-SUMEI,UMM-AL-QUTUF
863,TNUFA,6,16:45,RAMAT-RAHEL,KEFAR-VITKIN
973,DAN,8,06:30,HELEZ,SEDE-DAWID
598,EGGED,9,08:10,ALLONE-HABASHAN,REGBA
440,METROPOLIN,6,14:35,LOHAME-HAGETA'OT,BET-QAMA
914,METROPOLIN,6,00:05,GAZIT,ASHQELON
328,KAVIM,8,17:30,KEFAR-HAMAKKABI,BET-ARIF
60,SUPERBUS,3,17:20,RAMAT-GAN,SEDE-MOSHE
413,KAVIM,2,21:45,HOLON,GEVA'OT-BAR
601,DAN,2,19:45,HABONIM,HUQOQ
608,AFIKIM,1,18:15,ADAMIT,KEFAR-MORDEKHAY
112,METROPOLIN,6,23:40,YARHIV,LAVON
691,KAVIM,1,22:10,GAN-HAYYIM,GIV'ATI
870,SUPERBUS,5,05:05,YASHRESH,QAZIR
76,AFIKIM,6,00:45,LAKHISH,BETAR-ILLIT
51,TNUFA,5,03:05,EIN-RAFA,MA'ALE-HAHAMISHA
394,TNUFA,2,23:15,LOTAN,REHOV
507,EGGED,2,01:25,NEWE-MIVTAH,NO'AM
520,KAVIM,4,17:55,NIR-AQIVA,EVEN-YIZHAQ(GAL'ED)
499,AFIKIM,6,02:35,OFRA,MAHANE-TALI
109,METROPOLIN,7,12:45,NA'AN,HAR-ADAR
486,TNUFA,3,17:20,HAZOR-HAGELILIT,NIRAN
290,KAVIM,9,00:30,MIGDAL,KAFAR-BARA
321,AFIKIM,4,00:55,MERHAVYA(MOSHAV),YAD-HASHEMONA
801,SUPERBUS,4,09:15,AVI'EL,ESHBOL
258,EGGED,4,09:05,KEFAR-HANASI,ZIPPORI
405,AFIKIM,3,03:40,BET-OREN,KUSEIFE
738,AFIKIM,4,03:25,TAYIBE(BAEMEQ),ALFE-MENASHE
770,KAVIM,5,06:55,MIVTAHIM,TEQOA
900,DAN,6,19:25,ADI,QAWA'IN
823,AFIKIM,2,04:50,AL-SAYYID,PORAT
132,AFIKIM,4,02:50,AHUZZAM,BAR-YOHAY
273,SUPERBUS,3,00:15,AYANOT,IMMANU'EL
405,SUPERBUS,2,02:35,AYYELET-HASHAHAR,YEDIDYA
187,SUPERBUS,7,01:05,SHAHARUT,RESHAFIM
722,EGGED,6,00:40,KINNERET(QEVUZA),YESHA
732,SUPERBUS,4,17:35,MISHMAROT,EN-ZIWAN
23,SUPERBUS,4,00:15,ESHKOLOT,ROSH-PINNA
589,EGGED,7,23:45,MALKISHUA,RAMAT-HAKOVESH
844,METROPOLIN,5,18:45,SHAQED,NEWE-DANIYYEL
579,DAN,3,18:25,MERKAZ-SHAPPIRA,ROTEM
688,METROPOLIN,8,20:15,ALUMIM,EN-KAREM-B.S.HAQLA'I
248,KAVIM,3,07:50,MIZPA,ARAD
197,EGGED,5,20:20,BET-HORON,MAHSEYA
169,KAVIM,4,03:45,BEQOA,REHELIM
569,SUPERBUS,2,08:40,ZOHAR,GE'ALYA
375,DAN,3,20:20,GESHUR,PAROD
240,TNUFA,2,20:20,YOQNE'AM-ILLIT,NOV
512,DAN,9,02:05,MISHMERET,MASLUL
745,AFIKIM,8,02:05,SHADMOT-DEVORA,EN-HABESOR
587,METROPOLIN,2,12:30,NIZZANE-SINAY,EN-SARID
22,EGGED,1,05:55,KOKHAV-MIKHA'EL,HOFIT
91,KAVIM,3,16:35,MAGEN-SHA'UL,ALMOG
323,DAN,7,04:10,PORIYYA-NEWE-OVED,BET-NEHEMYA
370,TNUFA,6,13:45,MIVTAHIM,MISHMAR-AYYALON
898,EGGED,6,19:35,YATED,TIROSH
61,METROPOLIN,4,20:00,MEZAR,BALFURIYYA
335,EGGED,2,21:00,DAN,EN-SHEMER
719,METROPOLIN,2,10:25,BE'EROTAYIM,ABU-RUQAYYEQ
759,KAVIM,4,09:55,KEFAR-HASIDIM-ALEF,GADOT
362,DAN,6,00:25,RAMAT-MAGSHIMIM,ELYAQIM
654,KAVIM,9,03:40,MAJD-AL-KURUM,DALTON
568,KAVIM,2,17:45,ROTEM,KEFAR-HANASI
706,METROPOLIN,4,12:10,MATTAT,EN-KARMEL
870,SUPERBUS,7,07:45,RA'ANANA,MA'ALE-HAHAMISHA
713,TNUFA,1,07:35,NATUR,AHUZZAT-BARAQ
783,AFIKIM,9,09:55,HADERA,SA'AD
939,AFIKIM,1,17:10,GANNOT-HADAR,AHI'EZER
562,AFIKIM,3,09:15,NIRIT,KEFAR-VITKIN
690,TNUFA,3,08:20,QIRYAT-YE'ARIM,KEFAR-EZYON
308,EGGED,3,15:10,YAZIZ,SHA'AL
861,KAVIM,8,23:40,BENE-DAROM,ZOFIYYA
269,KAVIM,5,02:25,BASMAT-TAB'UN,BITAN-AHARON
643,EGGED,9,09:45,MA'YAN-BARUKH,YAQUM
870,METROPOLIN,9,13:55,HALLAMISH,YESODOT
132,EGGED,9,01:40,ATSMON-SEGEV,SHIMSHIT
811,METROPOLIN,8,17:30,NEWE-MIKHA'EL,HARISH
529,TNUFA,4,15:05,GIV'AT-SHAPPIRA,MOZA-ILLIT
213,KAVIM,8,09:55,GIBBETON,GAN-YOSHIYYA
42,TNUFA,3,01:25,KEFAR-SILVER,KEFAR-HARO'E
19,AFIKIM,5,03:30,YEVUL,GEVAR'AM
566,METROPOLIN,9,04:15,GA'TON,GOREN
45,EGGED,3,12:35,BET-HANANYA,ZETAN
675,SUPERBUS,1,22:30,MORESHET,TIRAT-KARMEL
967,KAVIM,6,07:10,BEER-GANNIM,SHANI
780,TNUFA,5,07:25,TIRAT-KARMEL,BETAR-ILLIT
645,TNUFA,9,12:50,MALKIYYA,MAZLIAH
884,TNUFA,9,13:30,ORA,MAZZUVA
7,TNUFA,4,00:55,HAZORE'IM,KARMI'EL
133,DAN,1,04:35,SULAM,SAMAR
531,EGGED,7,06:50,GA'ASH,MAHANE-YEHUDIT
96,METROPOLIN,3,13:10,SHETULIM,ELIAV
118,AFIKIM,1,20:40,MIZPE-SHALEM,SAMAR
909,TNUFA,4,19:45,SHE'AR-YASHUV,BAZRA
283,DAN,6,14:20,SHEQEF,AVIVIM
591,TNUFA,7,20:15,EN-IRON,TEL-YIZHAQ
177,TNUFA,2,23:20,ABU-AMMAR,QIRYAT-ATTA
995,SUPERBUS,4,04:25,MERHAVYA(MOSHAV),QAZIR
270,METROPOLIN,6,11:45,EIN-QINIYYE,BET-OREN
896,KAVIM,6,08:00,BET-HAGADDI,SEDE-NAHUM
413,DAN,9,22:30,SHA'AL,MIZPE-RAMON
878,KAVIM,5,00:20,MESILLAT-ZIYYON,SHORESH
793,TNUFA,3,19:20,GEVA-KARMEL,ROTEM
874,EGGED,7,00:35,DAVERAT,MAHANE-YATTIR
245,SUPERBUS,9,05:20,SHILO,NO'AM
325,TNUFA,6,02:10,MATTAT,ENAV
597,AFIKIM,3,22:35,SALLAMA,ARI'EL
626,METROPOLIN,8,10:45,KEFAR-NETTER,ASEFAR
481,AFIKIM,4,01:45,OR-YEHUDA,FUREIDIS
161,EGGED,9,03:20,AHISAMAKH,RAMOT
977,METROPOLIN,1,19:40,ASAD,SA'AD
666,DAN,3,06:50,BET-HASHMONAY,MEROM-GOLAN
883,AFIKIM,8,08:05,TEQOA,BET-HERUT
134,DAN,4,08:00,HAZROT-KOAH,KEFAR-HESS
417,METROPOLIN,7,08:15,IDDAN,NEWE-DANIYYEL
7,KAVIM,7,17:10,NAHEF,PETAHYA
746,METROPOLIN,2,04:40,SEDE-ELIYYAHU,PORIYYA-NEWE-OVED
174,DAN,1,07:00,ROSH-PINNA,OR-HAGANUZ
920,KAVIM,9,16:55,METULA,MAHANAYIM
599,KAVIM,2,19:50,BAR-YOHAY,ZEMER
103,EGGED,1,09:35,AVNE-HEFEZ,TALME-YEHI'EL
971,SUPERBUS,9,12:45,GILGAL,ISIFYA
558,TNUFA,5,05:10,QIRYAT-ONO,YAD-HANNA
526,KAVIM,3,11:30,SHOVAL,MEFALLESIM
559,METROPOLIN,7,17:00,QIRYAT-BIALIK,SEDE-ELIYYAHU
631,EGGED,3,09:40,LEHAVIM,SHILAT
293,TNUFA,8,14:25,PEQI'IN-HADASHA,MIDRAKH-OZ
824,KAVIM,3,15:10,YARHIV,DEQEL
632,TNUFA,1,21:30,YAQIR,MASLUL
219,EGGED,4,07:20,SHIMSHIT,RINNATYA
965,EGGED,1,19:45,YIZHAR,ZUR-YIZHAQ
760,EGGED,5,08:45,QAWA'IN,QEDAR
785,TNUFA,2,22:35,OFER,KANAF
533,SUPERBUS,7,14:20,YAQIR,GITTIT
12,SUPERBUS,8,11:15,NIR-MOSHE,SHALWA
709,SUPERBUS,2,10:35,ZOVA,HOLON
900,METROPOLIN,7,11:00,RUAH-MIDBAR,NIZZANE-SINAY
187,AFIKIM,6,09:40,GE'ULIM,NILI
318,SUPERBUS,8,20:40,QOMEMIYYUT,SULAM
889,TNUFA,1,17:45,ELON,ALMAGOR
36,METROPOLIN,6,01:00,QADDARIM,ATLIT
641,TNUFA,8,23:55,EN-HASHELOSHA,SEDE-ELIYYAHU
216,TNUFA,7,15:40,NORDIYYA,LAHAVOT-HAVIVA
109,SUPERBUS,1,07:35,RAMAT-RAZI'EL,IDDAN
694,METROPOLIN,8,03:30,RANNEN,KEFAR-BARUKH
330,METROPOLIN,1,04:05,BET-ZERA,NAHAL-ESHBAL
484,DAN,5,09:45,SHLOMIT,PORAT
803,KAVIM,6,10:30,YAHEL,AKKO
266,EGGED,3,04:30,BENE-DAROM,HAGOR
420,EGGED,4,19:45,ALMA,KEFAR-HAORANIM
709,DAN,5,01:45,HAZOR-ASHDOD,ASHDOT-YA'AQOV(IHUD)
966,DAN,9,06:10,BUSTAN-HAGALIL,GEVAR'AM
943,METROPOLIN,6,20:45,ZERAHYA,NO'AM
182,METROPOLIN,4,02:10,BRUKHIN,NEWE-UR
